,movie_index,code,mbti,title,subtitle,genre,story,image,pubDate,director,actors,rating,rtime
906,691,72027,ESFP ESFJ ESTP ENFP ENTP ISFP ISFJ INFJ INTP ,천수위의 낮과 밤,The Way We Are,드라마,"영화는 홍콩 북부에 위치한 천수위에 사는 미망인 콰이와 그녀의 아들 가온의 삶을 따라간다. 천수위는 실업률, 자살율, 가족 폭력 발생이 높아서 '슬픔의 도시'라고 불리는 지역이다.    [제22회 서울국제여성영화제]",https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72027_P02_172039.jpg,2008,허안화,['바오치징'],6.33,90분 
907,691,50545,ESFP ESFJ ESTP ENFP ENTP ISFP ISFJ INFJ INTP ,로리타,Quiet Days In Hollywood,드라마 코미디,"90년대 할리우드에서 살아가는 여덟 명의 젊은이들이 각자 다른 방식으로 사랑과 행복을 찾으려고 노력한다.  1. 갱 조직원(앤젤)과 매춘부(로리타). 매춘부인 로리타는 친구 에바와 자신이 좋아하는 배우 피터 블레인의 사진을 찍기 위해 행사장으로 찾아간다. 로리타가 에바를 무등을 태워 간신히 사진을 찍는 데 성공하지만, 에바의 남편 믹이 찾아와 에바를 막무가내로 끌고가 버린다. 혼자 남은 로리타는 길에서 우연히 갱 조직원인 앤젤과 마주친다. 로리타는 앤젤에게 돈을 받기로 하고 골목에서 애무해 주지만, 동료들이 강도짓을 하던 현장을 경찰이 급습하자 앤젤은 당황한다. 사실 앤젤이 망을 보고 있었던 것. 로리타는 앤젤에게 돈을 달라고 하지만, 앤젤은 로리타를 권총으로 내리쳐 기절시킨다.  2. 갱 조직원(앤젤)과 여 종업원(줄리). 식당에서 종업원으로 일하는 줄리는 남자 친구인 앤젤과 함께 차를 타고 간다. 앤젤은 줄리에게 함께 멕시코로 떠나자고 하지만 줄리는 거절한다. 하지만 앤젤과 차 안에서 관계를 한 뒤 줄리는 앤젤과 함께 떠나기로 한다. 편의점 앞에 도착한 두 사람. 앤젤은 줄리를 차 안에 남겨 두고 편의점 안으로 들어간다. 차 안에서 앤젤을 기다리던 줄리는 앤젤의 동료들이 쫓아온 걸 알아채고 달아난다. 아무 영문도 모르고 줄리를 뒤쫓아 나온 앤젤은 동료들에게 살해당하고 만다.  3. 여 종업원(줄리)과 변호사(리처드). 변호사인 리처드는 최근에 자신이 맡은 재판에서 톡톡히 망신만 당하자 절망감에 빠진다. 할리우드의 고급 레스토랑에서 친구들과 함께 점심을 먹던 리처드는 테이블에서 자리를 뜨려다 종업원으로 일하는 줄리와 부딪쳐 옷을 버린다. 화장실에서 줄리는 리처드의 바지를 세탁해 주고, 리처드는 줄리에게 속상한 심정을 다 털어놓는다. 그러다 두 사람은 화장실에서 격정적인 관계를 갖지만, 화장실에서 나온 뒤 리처드는 줄리에게 거리를 둔다.  4. 변호사(리처드)와 정부(캐시)와 그녀의 남편(바비). 리처드는 자신의 상사 바비의 아내인 캐시와 불륜 관계를 맺는다. 하지만 바비도 이 사실을 알고 있을 뿐만 아니라 캐시와 스스럼없이 리처드에 대한 이야기를 나눈다. 또한 바비 역시 다른 여자와 불륜 관계를 맺는다. 캐시와 바비는 외도를 통해서 서로의 사랑이 식지 않고 오래 지속된다고 믿는다.  5. 남편(바비)과 댄서(패트릭). 댄서인 패트릭은 헬스장에서 바비를 쫓아다니며 곁에서 경쟁적으로 운동을 한다. 급기야 샤워장에서도 바비를 지켜본다. 두 사람은 알몸인 상태로 마주서게 되는데 바비는 패트릭의 몸매를 훑어보더니 가리는 게 좋겠다며 수건을 건넨다.  6. 댄서(패트릭)와 배우(피터). 오스카상을 수상한 피터 블레인은 잔뜩 술에 취해 집에 도착한다. 피터는 동성 애인인 패트릭이 집 안에 쓰러져 있는 걸 발견하고 정원으로 끌고 나온다. 간신히 정신이 든 패트릭은 피터에게 자신을 창피하게 생각한다며 불만을 토로한다. 피터와 패트릭은 우여곡절 끝에 화해하지만 패트릭은 마약 과다 복용으로 사망한다.  7. 매춘부(로리타)와 배우(피터). 절망에 빠진 피터는 자포자기한 심정으로 매춘부와 하룻밤을 보내는데, 그 매춘부는 다름아닌 로리타. 하지만 로리타는 자신과 하룻밤을 보낸 남자가 자신이 좋아하는 스타 배우 피터란 사실을 전혀 모른다. 자신의 모습을 찍은 사진을 발견한 피터는 로라에게 매춘부로서가 아니라 데이트 상대로서 함께 영화를 보러 가자고 제안한다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0505/E0545-01.jpg,1997,조셉 러스넥,"['힐러리 스웽크', '피터 돕슨']",4.8,91분 
908,692,14903,ESFP ESTP ENTP ISFP ISFJ INTP ,아직은 사랑을 몰라요,Sixteen Candles,코미디,"보수적인 집안의 둘째딸인 사만다(몰리 링왈드 분)는 가족들이 하이틴이 된 자기의 생일을 깜빡 잊어 버리자 몹시 화가 난다. 언니의 결혼을 앞두고 있어 친외가의 할머니, 할아버지 네 분에다가 중국인 학생까지 딸려와서 집안은 온통 어수선하다. 학교 친구 제이크(마이클 쉘플링 분)가 맘에 들긴 하지만 사만다는 수줍어서 말 한마디 걸지 못한다. 혼자 애태우고 있는데 전혀 관심없는 남학생 키크가 데이트를 신청한다. 사만다가 사실은 제이크를 좋아한다고 말하자 키크는 데이트를 했다는 걸 친구들한테 증명해 보이게 손수건을 10분만 빌려 달라고 사정을 한다. 이 손수건 사건은 곧 남학생 사이에 유명해져서 키크는 사만다와 데이트를 한 것으로 소문이 난다. 수줍은 사만다는 괴로워하며 더 집에 틀어박혀 지낸다. 그러나 키크는 제이크에게만은 솔직하게 털어놓고 사만다가 그를 좋아한다는 얘기까지 해준다. 한편 너무 노는 여자 친구한테서 싫증이 난 제이크는 이제 사만다에게 점점 끌리기 시작한다. 언니의 결혼식이 끝나고 교회로 제이크가 찾아온다. 언니가 벗어던진 웨딩드레스의 베일을 소중하게 찾아들고 나오던 사만다는 제이크를 보고 깜짝 놀란다. 제이크는 사만다의 손수건을 돌려주며 데이트 신청을 한다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0149/A4903-01.jpg,1984,존 휴즈,"['몰리 링월드', '폴 둘렉스', '칼린 글린', '저스틴 헨리', '마이클 쇼에플링', '하빌랜드 모리스', '게드 와타나베', '블랑쉬 베이커', '안소니 마이클 홀']",6.62,None
909,693,81887,ESFP ESTJ ISFJ ISTP ,락 오브 에이지,Rock of Ages,뮤지컬 드라마,"락이 세상의 전부였던 그 시절, 가수의 꿈을 안고 오디션을 위해 할리우드에 온 쉐리와 당대 최고의 락클럽 '버룸번'에 서 일하는 가수 지망생 드류는 처음 본 순간 사랑에 빠진다. 한편, 쇠락해가는 버번 룸의 부활을 꿈꾸는 사장(알렉 볼드윈)과 락을 악마의 음악이라고 공격해온 시장 부인(캐서 제린타 존스) 사이엔 연일 갈등이 끊이지 않는다. 하지만 이들 모두가 바라는 건 오직 하나! 락의 전설 스테이시 잭스(톰 크루즈)와 함께 지상 최대의 무대를 완성는하 것! 소리쳐라! 열광하라! 세상을 흔들어라!",https://ssl.pstatic.net/imgmovie/mdi/mit110/0818/81887_P10_120411.jpg,2012,아담 쉥크만,"['톰 크루즈', '캐서린 제타 존스', '알렉 볼드윈', '폴 지아마티', '말린 애커맨', '줄리안 허프', '디에고 보네타', '러셀 브랜드']",7.55,123분 
910,695,63403,ESFP ESTP ISTJ INFP ,타인의 삶,The Lives Of Others,드라마,"1984년, 동독. 비밀경찰(슈타지)의 감시로부터 자신도 모르게 철저히 조사 당했던 동독의 국민들. 보이지 않는 정보국 요원의 삶. 10만 명의 비밀경찰과 20만 명이 넘는 스파이. 그들의 목표는 단 하나… “모든 것을 알아야 한다” 베를린 장벽이 무너지기 5년 전, 나라와 자신의 신념을 맹목적으로 고수하던 냉혈인간 - 비밀경찰 비즐러는 동독 최고의 극작가 드라이만과 그의 애인이자 인기 여배우 크리스타를 감시하는 중대 임무를 맡는다. 그러나 시간이 지날수록 드라이만을 체포할 만한 단서는 찾을 수 없다. 비즐러는 오히려 드라이만과 크리스타의 삶으로 인해 감동받고 사랑을 느끼며 이전의 삶과는 달리 인간적인 모습으로 변화하기 시작하는데..",https://ssl.pstatic.net/imgmovie/mdi/mit110/0634/63403_P01_103311.jpg,2006,플로리안 헨켈 폰 도너스마르크,"['울리히 뮤흐', '마르티나 게덱', '세바스티안 코치', '울리히 터커']",9.24,137분 
911,697,52782,ESFP ISTP ,풋루즈,Footloose,코미디 드라마 멜로/로맨스,"1984년에 나왔던 원작은 잊어라! 새로운 버전으로 돌아온 <풋루즈>는 훨씬 신나고 재미있다! 대도시 소년 렌 멕코막(케니 워말드)은 조용한 시골 마을로 이사 온 뒤, 마을 목사가 시끄러운 음악과 춤을 금지한 것을 알게된다. 렌이 이 규칙을 어기기 시작하면서 모든 것이 변한다. 마을은 활력에 넘치고, 렌은 목사의 반항적인 딸, 아리엘(줄리엔 허프)과 사랑에 빠지는데… 평론가들과 관객들이 입을 모아 말하는 <풋루즈>의 중독성있는 리듬과 분위기! *알렌다 위트, 피플",https://ssl.pstatic.net/imgmovie/mdi/mit110/0527/52782_P12_160455.jpg,2011,크레이그 브로워,"['줄리안 허프', '케니 워말드']",7.42,113분 
912,699,169666,ESFP ISTP ISTJ INTJ ,블리치,Bleach,액션 판타지 공포,사신의 힘을 얻은 고등학생이 인간의 영혼을 잡아먹고 성장하는 괴물을 물리치고 평범한 고등학생으로 돌아온다는 내용의 판타지 영화,https://ssl.pstatic.net/imgmovie/mdi/mit110/1696/169666_P01_161725.jpg,2018,사토 신스케,"['후쿠시 소우타', '스기사키 하나', '요시자와 료', '마노 에리나']",4.43,108분 
913,701,28788,ESFP INTP INTJ ,바이센테니얼 맨,Bicentennial Man,SF 드라마,"2005년 뉴저지. 리처드는 가족을 깜짝 놀라게 해줄 선물로 가전제품을 구입한다. 설거지, 청소, 요리, 정원손질 등 모든 집안 일을 하나로 해결할 수 있는 첨단 가전제품. 게다가 아이들과 함께 놀아줄 장난감으로도 쓰일 수 있는 기적 같은 가전제품은 바로 가사로봇. 값비싼 선물을 받은 가족들의 표정은 놀라움 반, 낯설음 반. 로봇 앤드류(NDR-114의 애칭)는 리처드를 주인님으로, 자아도취에 빠진 그의 아내를 마님으로 부르며 공손하고 부지런한 가사 로봇의 소임을 다한다. 그러나 기계답지 않은 이상한 질문들을 던져 때론 가족들을 곤란하게, 또 때론 요절복통하게 만드는 등 점차 그의 요상스런 모습이 드러나기 시작하는데.  문제의 발단은 조립과정 중의 사소한 실수에서  비롯됐다. 리처드에게 배달될 로봇 NDR-114를 만들던 엔지니어가 샌드위치를 먹다가 마요네즈 한 방울을 로봇의 복잡한 회로 위에다 떨어뜨린 것이다. 이로 인해 로봇의 신경계에 엄청난 사건이 생겨났다. 바로 로봇에게는 ""있을 수도 없고 있어서도 안되는"" 지능과 호기심을 지니게 된 것! 어느 날 앤드류가 만든 나무 조각상을 보고 로봇의 인간적 재능을 발견한 리처드는 그를 마치 친아들처럼 여기게 된다. 그리고 로봇 제조회사에서 그를 불량품으로 간주, 연구용으로 분해하기 위해 리처드에게 끊임없이 반환을 요구하지만 오히려 앤드류를 보호할 뿐만 아니라 계좌를 만들어 앤드류가 작품을 팔아 얻는 수익을 적립할 수 있게 해준다.  시간이 흘러, 어린 소녀에서 아름다운 여인으로 성장한 작은 아가씨. 그런데 점차 인간의 감정을 어렴풋이 이해하기 시작한 앤드류의 강철 심장에도 수줍은 설레임이 찾아온다. 그러나 미처 깨닫기도 전에 작은 아가씨는 훌쩍 결혼을 해버리고, 아버지처럼 아껴주던 리처드가 숨을 거둔 후 앤드류는 자신을 이해해줄 자신과 같은 불량로봇을 찾아 기나긴 여행에 오른다. 수십 년 후, 천신만고의 모험 끝에 집으로 돌아오지만 이제는 할머니가 되어버린 작은 아가씨. 그러나 그녀를 쏙 빼다박은 듯한 손녀 포샤를 만나자마자 그는 이제 거부할 수 없는 사랑의 열병을 앓는다. 인간이 되고 싶은 간절한 소망으로 수술실에 눕는 앤드류. 인공피부를 입히고.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0287/B8788-00.jpg,1999,크리스 콜럼버스,['로빈 윌리엄스'],9.31,133분 
917,703,19583,ESFP ESTJ ENFP ENTP ISFP ISFJ ISTJ INFP ,산딸기 2,Wild Strawberries 2,멜로/로맨스,지리산의 화전민 율보는 노모를 모시고 산다. 과거 사당패의 여인으로 떠도는 부용을 만나 부부가 된다. 율보는 진실한 사랑을 갈구하며 노모에게 불효를 하나 부용은 외간남자를 넘보며 사당패의 옛 애인 지원을 기다리고 있다. 율보가 산삼을 캐지만 부용이 그 산삼을 감추고 지원이 나타나면 그것을 갖고 함께 도망가려고 한다. 일년 후 지원이 찾아와 율보와 있는 부용을 배신했다고 죽이려 하나 율보의 간곡한 애원과 사랑에 지원은 떠난다. 율보에게 감동한 부용은 자신의 잘못을 참회하고 율보에게 진실한 사랑을 고백한다. 둘은 인적이 끊긴 높은 산을 향해 오르기 시작한다.,https://ssl.pstatic.net/imgmovie/mdi/mit110/0195/19583_P06_104605.jpg,1984,김수형,"['마흥식', '선우일란']",6.62,94분 
918,703,16198,ESFP ESTJ ENFP ENTP ISFP ISFJ ISTJ INFP ,산딸기,Wild Strawberries,드라마,"50년 동안 의사 생활을 해온 이삭 보리 교수 (빅토르 시외스트롬)는 명예학위를 받기로 한 날, 자신의 죽음을 예고하는 꿈을 꾼다. 불길한 느낌이 든 보리 교수는 예정되어 있던 비행기 여행을 취소하고 자동차를 타고 학위수여식에 가기로 하고, 며느리 마리안 (잉그리드 툴린)이 긴 여정에 동행하겠다고 나선다. 여행 도중 에 유년 시절을 보낸 여름 별장에 들르게 되면서, 그가 과거에 사랑했던 여자와 이름이 같은 사라 (비비 안데르손)를 만나게 되고, 사라와 두 청년이 여행에 합류한다. 작은 자동차 사고가 나면서 자신의 과거를 떠올리게 하는 부부를 만나기도 하고, 꿈과 환상과 현실이 계속해서 교차되면서 보리 교수는 자신의 과거의 진실을 마주하는 동시에, 현재 자신의 진정한 모습을 돌아보게 되는데…",https://ssl.pstatic.net/imgmovie/mdi/mit110/0161/16198_P03_162439.jpg,1957,잉그마르 베르히만,['빅터 소스트롬'],8.47,91분 
919,704,30218,ESFP ESTP ENFP ENFJ ENTP ENTJ ISTJ INTJ ,맨츄리안 켄디데이트,The Manchurian Candidate,드라마 스릴러,"한국전쟁이 한창이던 1952년, 레이몬드 쇼 하사와 베넷 마르코 대위가 속한 정찰대는 적에게 잡혔다 다시 풀려난다. 전쟁이 끝나고 레이몬드 하사는 훈장을 받고, 레이몬드의 양아버지 아이슬린 상원의원은 아들을 자신의 선거 캠페인에 이용하려 한다. 하지만 양아버지와 어머니 엘리노어를 미워하는 레이몬드는 뉴욕으로 떠난다. 한편 베넷 대위는 전쟁에서 돌아온 뒤부터 세뇌당한 레이몬드가 전우를 죽이는 꿈을 반복해서 꾼다. 그런데 베넷뿐 아니라 다른 전우들도 같은 꿈을 꾼다는 사실을 알고 꿈 뒤에 숨겨진 비밀을 밝히려 한다.  사실 레이먼드는 전쟁 당시 부대원과 함께 소련과 중국의 비밀 요원들에 의해 납치돼 세뇌됐다. 이들 비밀 요원들은 레이먼드가 다이아몬드 퀸 카드를 보면 자신들 마음대로 조종되도록 잠재의식을 조작했던 것이다. 이들은 나머지 부대원들 또한 레이몬드를 의심하지 못하게 세뇌했다. 세뇌한 자들과 연관된 비밀 조직은 레이몬드에게 다시 접근해 언론인인 홀본 게인즈를 죽이라는 명령을 내리고 레이몬드는 이를 따른다.  베넷이 진실을 밝히려고 노력하는 사이 비밀 단체와 한패였던 엘리노어는 아들을 이용해 자신의 권력을 키우려 한다. 엘리노어는 아들에게 명령을 내려 자신의 활동에 방해가 되는 토마스 상원의원과 그의 딸이자 레이몬드의 약혼녀인 조슬린마저 죽이게 한다.  뒤늦게 진실을 안 베넷은 레이몬드에게 이를 알려준다. 이 사실을 모르는 엘리노어는 전당대회에서 대통령 후보를 암살하라고 다시 아들에게 명령을 내리고 레이몬드는 순순히 명령을 따르는 것처럼 보인다. 하지만 결정적인 순간 레이몬드는 양아버지와 어머니를 총으로 쏴 죽이고 자신도 스스로 목숨을 끊는다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0302/C0218-01.jpg,1962,존 프랑켄하이머,"['프랭크 시나트라', '로렌스 하비']",7.68,126분 
920,707,183110,ESFP ENFJ ENTJ INFP INFJ ,예스터데이,Yesterday,드라마,"하루하루 힘겹게 음악을 하던 무명 뮤지션 잭. 모든 것을 포기하려던 순간, 전세계가 동시에 정전이 된다! 다음 날 세상에선 비틀즈가 사라지고, 오직 잭만이 그들의 음악을 기억하게 된다. 특별한 기회를 만난 잭은 세계적인 스타가 될 운명에 섰는데…",https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183110_P04_135636.jpg,2019,대니 보일,"['릴리 제임스', '히메쉬 파텔']",6.41,116분 
921,707,184233,ESFP ENFJ ENTJ INFP INFJ ,어제가 오면,See You Yesterday,액션 모험 범죄,타임머신 제작에 성공한 십대 과학 천재들이 경찰에 의해 무고하게 희생된 오빠의 죽음을 막기 위해 시간 여행을 하는 이야기의 영화,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184233_P01_111458.jpg,2019,스테폰 브리스톨,"['에덴 던컨 스미스', '단테 크릭클로우']",1.0,84분 
922,708,11637,ESFP ENFP ,일식,The Eclipse,드라마,"어느날 빅토리아는 증권 중계소에서 만난 주식 중계인 피에로를 만나 연애관계에 빠져든다. 그들이 만나는 곳이 센추럴 파크의 공원도 아니고 해변가도 아닌 중식 중계인들의 고함과 날아다니는 주식장으로 아수라장인 증권거래소라는 것은 이 영화의 결말을 시사하는 듯하다. 죽은 주식 중계인을 위한 묵념으로 빚어지는 정적과 곧 그 뒤를 잇는 일상의 아수라장. 두 사람은 만남을 거듭할 수록 서로를 잘 알게 된다. 하지만 알게 되면 알게 되면서 이익의 공통 부분이 적어진다는 것을 깨닫게 된다. 그래서 그들은 서로 좋아하고 육체적으로도 끌리지만 그들의 삶의 모양이 너무 다르기 때문에 서로를 이해할 수 없게 돼 진정한 관계를 맺을 수 없게 되자 헤어진다. 이 영화의 마지막 몇 분간은 빅토리아와 피에로가 만나기로 한 장소에서 이루어진다. 관객들은 두 사람이 약속 장소에 나오기를 기대하지만 화면은 그들이 만나기로 한 장소에 주변 사물의 몽타주로 끝을 맺는다. 어슴푸레한 어둠이 내리고 거리의 구석과 빌딩, 환자와 간호원, 승객을 내려놓는 버스, 물이 새는 빗물통, 핵전쟁의 위협에 대한 신문의 머리 기사 등이 차분한 영상의 흐름을 이루면서 두 사람이 약속 장소에 나올 것인가를 서스펜스 터치로 묻고 있다. 예리한 모노크롬 화면으로 비추어지는 도시의 모습들과 고독, 그리고 서스펜스. 도시의 삶에 권태스러움이 안겨주는 허무감이 스며들면서 이 거리의 사랑만으로도 공허한 메아리만을 남기고 있는 것이다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0116/A1637-01.jpg,1962,미켈란젤로 안토니오니,"['모니카 비티', '알랭 들롱', '프란시스코 라발']",8.41,126분 
923,709,37568,ESFP ESTP ESTJ ISFP ISFJ ISTJ INFP INTJ ,와일드 영,Evil,드라마,"학교에서 끊임없이 사고를 치는 문제아 에릭은 어느 날 친구를 일방적으로 구타한 죄로 다니던 학교에서 퇴학당하고 사립 기숙사 학교로 전학을 가게 된다. 전학 후 룸메이트인 피에르와 가깝게 지내며 조용히 학교 생활을 마치고 싶었던 에릭은 상급생들의 말을 고분고분 듣지 않는 탓에 곧 그들의 눈 밖에 나게 되고 그들의 끊임없는 폭력과 따돌림에 시달리게 된다. 공교롭게 그 학교는 상급생들이 하급생들을 괴롭히는 것이 암묵적으로 허용되어 있는 악명 높은 곳이었던 것.  과연 에릭은 어른들의 세계와 소름 끼치도록 닮은 학교라는 집단에서 벌어지는 고독하고 처절한 싸움을 이겨 낼 수 있을 것인가?",https://ssl.pstatic.net/imgmovie/mdi/mit110/0375/37568_P04_110251.jpg,2003,미카엘 하프스트롬,"['안드레아스 윌슨', '헨릭 룬스트롬']",8.64,113분 
924,710,146506,ESFP ENFJ ENTJ ISTP ISTJ ,군함도,The Battleship Island,액션 드라마,"1945년 일제강점기.  경성 반도호텔 악단장 ‘강옥’(황정민)과 그의 하나뿐인 딸 ‘소희’(김수안).  그리고 종로 일대를 주름잡던 주먹 ‘칠성’(소지섭), 일제 치하에서 온갖 고초를 겪어온 ‘말년’(이정현) 등  각기 다른 사연을 품은 조선인들이 일본에서 돈을 벌 수 있다는 말에 속아 군함도로 향한다.  하지만 그들이 함께 탄 배가 도착한 곳은 조선인들을 강제 징용해 노동자로 착취하고 있던 ‘지옥섬’ 군함도였다.   영문도 모른 채 끌려온 조선인들이 해저 1,000 미터 깊이의 막장 속에서  매일 가스 폭발의 위험을 감수하며 노역해야 하는 군함도.  강옥은 어떻게 하든 일본인 관리의 비위를 맞춰 딸 소희만이라도 지키기 위해 온갖 수를 다하고,  칠성과 말년은 각자의 방식으로 고통스런 하루하루를 견뎌낸다.   한편 전쟁이 막바지로 치닫자 광복군 소속 OSS 요원 ‘무영’(송중기)은  독립운동의 주요인사 구출 작전을 지시 받고 군함도에 잠입한다.   일본 전역에 미국의 폭격이 시작되고 일본의 패색이 짙어지자  일본은 군함도에서 조선인에게 저지른 모든 만행을 은폐하기 위해 조선인들을 갱도에 가둔 채 폭파하려고 한다.  이를 눈치 챈 무영은, 강옥, 칠성, 말년을 비롯한 조선인 모두와 군함도를 빠져나가기로 결심하는데...!  지옥섬 군함도, 조선인들의 목숨을 건 탈출이 시작된다!",https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146506_P137_112144.jpg,2017,류승완,"['황정민', '소지섭', '송중기', '이정현', '김수안']",5.3,132분 
925,711,16919,ESFP ISTJ INTP ,위험한 게임,WarGames,드라마 스릴러,"컴퓨터 광인 데이빗(매튜 브로데릭 분)은 새로 출시되는 컴퓨터 게임 프로그램을 해킹으로 입수하려다가, 우발적으로 엉뚱하게 노래드(NORAD: 북미방공사령부)에 설치된 주컴퓨터로 들어가, 그안에 내장된 전쟁 게임 프로그램과 연결된다. 데이빗은 멋도 모르고 게임의 컴퓨터인 조슈아(Joshua)와 '범인류적 핵전쟁 게임'을 했다가 부모에게 불려나가게 되자 컴퓨터를 끈다. 그러나 이 시각에 노래드본부 사령실 수정궁에서는 난리가 난다. 데이빗의 게임 장난이 노래드 사령실 스크린에 마치 실황인 것처럼 나타났다 사라진 것이다. 원래 죠슈아는 노래드에서 가상 3차대전을 대비해 만든 전쟁수행계획반응(WOPR: War Operation Plan Response)이라는 컴퓨터 계획의 일부로 스스로 학습하는 컴퓨터 프로그램이다. 데이빗은 당국에 추적되어 노래드로 압송돼 온다. 그곳 방에서 데이빗은 자기가 게임을 중단했음에도 불구하고, 상대방인 조슈아 전쟁 게임을 계속하고 있음을 발견하고 깜짝놀란다. 게다가 노래드가 이 상황을 오해하고 실전조치를 취할 것임을 깨닫고 조슈아를 중단시켜야 함을 외치지만 어른들은 조슈아를 간첩으로 단정한다. 데이빗은 간신이 노래드 사령실을 탈출, 친구 제니퍼와 함께 조슈아 프로그램을 만들어낸 휠큰 교수를 찾아가 조슈아를 중단 시키도록 설득한다. 휠큰은 현재 진행 중인 스크린상의 전쟁이 환상임을 알려주며, 실전적인 대응을 하지 말라고 하나, 컴퓨터는 이미 인간들의 지령 수용을 스스로 거부한채, 발사 태세에 들어가 미사일 발사 암호 탐색을 하게 된다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0169/A6919-02.jpg,1983,존 바담,"['매튜 브로데릭', '데브니 콜먼', '존 우드', '알리 쉬디']",8.22,112분 
926,712,69855,ESFP ESFJ INFP ,"연공: 안녕, 사랑하는 모든 것",Koizora,멜로/로맨스 드라마,"도서관에 두고 온 핸드폰을 계기로 우연히 학교 최고의 킹카 히로와 사귀게 된 평범한 여고생 미카(아라가키 유이 분). 첫 사랑에 가슴 설렌 미카는 주변의 방해에도 불구하고 히로(미우라 하루마 분)와 맑고 투명한 사랑을 가꿔가지만, 히로는 미카에게 갑작스런 이별을 선언한 후 사라진다. 어느 크리스마스 이브, 미카는 생각지도 못했던 히로의 비밀을 알게 되는데…",https://ssl.pstatic.net/imgmovie/mdi/mit110/0698/69855_P34_165225.jpg,2007,이마이 나츠키,"['아라가키 유이', '미우라 하루마']",6.81,118분 
927,714,82255,ESFP ENFP ENTJ INFP INTP ,킬러조,Killer Joe,범죄 스릴러,생명보험금을 위해 엄마의 죽음을 바라는 가족.  엄마의 죽음을 위해 돈 대신 담보로 잡힌 매혹적인 여동생.  그리고 매혹적인 여동생을 위해 살인을 청부 받고 주변 모든 것을 파괴하는 킬러조까지.  지금부터 한 치 앞을 내다 볼 수 없는 그들의 이야기가 시작된다!,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82255_P12_161539.jpg,2011,윌리엄 프리드킨,"['매튜 맥커너히', '에밀 허쉬']",4.44,103분 
928,716,10619,ESFP ESTP ESTJ ENTJ ISFJ ISTP ISTJ INFJ ,윌로우,Willow,액션 판타지 모험 코미디,"{공포의 시대에...(It Is A Time Of Dread...) 예언자들은 마의 여왕 바브몰다(Queen Bavmorda)를 멸망시킬 한 아이의 탄생을 예언했다. 영토의 모든 임산부들을 한데 모아, 악의 여왕은 태어나는 아기들을 모두 없애라는 명령을 내렸다.}  노크밀성에 사는 악의 여왕 바브몰다(Queen Bavmorda: 진 마쉬 분)는 자기를 압도할 특별한 아기가 태어나리라는 예언이외에는 두려운 것이 없다. 예언의 아기를 데리고 산모가 도망쳤음을 안 그녀는 딸 소샤(Sorsha: 조안 휄리 분)와 카엘 장군(General Kael: 팻 로치 분)에게 잡아오라고 명령한다. 난쟁이들만이 모여 평화롭게 살고 있는 네르윈 부락의 윌로우는 우연히 마을 입구에서 아기를 발견한다. 매드마티칸의 꼬임에 아기를 넘겨주지만, 요정의 여왕 첼린드리아(Cherlindrea: 마리아 홀보 분)가 기적의 아기 에로라를 자기에게 맡기려는 것임을 깨달은 윌로우는 에로라를 데리고 아스린으로 향한다.  평화를 되찾으려는 첼린드리아가 바브몰다의 마법으로 아스린에 유배된 레지엘(Fin Raziel: 패트리시아 헤이스 분)에게 마술 지팡이를 갖다주라고 부탁했기 때문이다. 다시 수수께끼의 인물 매드마티칸(Madmartigan: 발 킬머 분)을 만나 아스린에 가지만 레지엘은 이미 마법에 걸려 있고 윌로우 일행은 소야와 카엘에게 잡힌다. 간신히 탈출하나 아기를 잃은 윌로우는 레지엘의 마술을 풀어준 뒤 노크밀 성으로 향한다. 결전의 날, 윌로우와 레지엘은 에로라의 처형이 행해질 바브몰다의 의식탑에 잠입한다. 불꽃튀는 바브몰다의 위세에 레지엘과 윌로우는 일순 무력해지는데.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0619-00.jpg,1988,론 하워드,"['발 킬머', '조앤 웨일리', '워윅 데이비스']",8.04,130분 
931,719,143801,ESFP ESTP ENFJ ENTP ISFJ INTP ,파이어 트위스터,Fire Twister,액션,"석유 저장 탱크가 폭발하며 화재가 발생한다. 불은 토네이도를 형성하며 거대해지고 도시 전체가 혼돈에 빠진다. 화재의 배후에는 대기업의 음모가 있었고, 환경 운동가 스콧 일행은 지역 소방관과 함께 위험을 극복하고 화재를 진압해 낸다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/1438/143801_P01_135600.jpg,2015,조지 에쉬바머,"['레아 베이트만', '제이콥 챔버스', '리사 시에라', '캐스퍼 반 디엔']",1.91,85분 
